"","VTD","D","G","L","R","W","winner","winningvotes","totalvotes","winningpercent","dpercent","gpercent","lpercent","rpercent","wpercent"
"904","0729",119,2,6,151,4,"R",151,278,0.54,0.43,0.01,0.02,0.54,0.01
"905","0730",685,10,55,966,14,"R",966,1716,0.56,0.4,0.01,0.03,0.56,0.01
"906","0731A",1028,16,58,666,9,"D",1028,1768,0.58,0.58,0.01,0.03,0.38,0.01
"907","0731B",505,7,28,324,5,"D",505,864,0.58,0.58,0.01,0.03,0.38,0.01
"908","0732",507,19,42,637,14,"R",637,1205,0.53,0.42,0.02,0.03,0.53,0.01
"909","0733",50,1,1,26,1,"D",50,78,0.64,0.64,0.01,0.01,0.33,0.01
"910","0734",996,19,92,1728,16,"R",1728,2835,0.61,0.35,0.01,0.03,0.61,0.01
"911","0735",99,1,4,110,3,"R",110,214,0.51,0.46,0,0.02,0.51,0.01
"912","0736",16,0,0,1,0,"D",16,17,0.94,0.94,0,0,0.06,0
"913","0737",6,0,2,18,0,"R",18,26,0.69,0.23,0,0.08,0.69,0
"914","0738",528,8,9,98,0,"D",528,643,0.82,0.82,0.01,0.01,0.15,0
"915","0739",751,16,35,590,4,"D",751,1392,0.54,0.54,0.01,0.03,0.42,0
"916","0740",213,5,7,218,1,"R",218,443,0.49,0.48,0.01,0.02,0.49,0
"917","0741",863,15,14,260,4,"D",863,1152,0.75,0.75,0.01,0.01,0.23,0
"918","0742",784,8,50,1151,11,"R",1151,1993,0.58,0.39,0,0.03,0.58,0.01
"919","0743",75,0,2,37,0,"D",75,114,0.66,0.66,0,0.02,0.32,0
"920","0744",591,26,56,752,7,"R",752,1425,0.53,0.41,0.02,0.04,0.53,0
"921","0745",657,18,58,898,7,"R",898,1631,0.55,0.4,0.01,0.04,0.55,0
"922","0746",181,2,17,162,1,"D",181,362,0.5,0.5,0.01,0.05,0.45,0
"923","0747",1320,37,70,972,4,"D",1320,2399,0.55,0.55,0.02,0.03,0.41,0
"924","0748",402,10,34,345,7,"D",402,791,0.51,0.51,0.01,0.04,0.44,0.01
"925","0749",96,0,0,18,0,"D",96,114,0.84,0.84,0,0,0.16,0
"926","0750",182,3,16,204,4,"R",204,405,0.5,0.45,0.01,0.04,0.5,0.01
"927","0751",1494,34,158,2174,27,"R",2174,3860,0.56,0.39,0.01,0.04,0.56,0.01
"928","0752",294,4,25,544,6,"R",544,867,0.63,0.34,0,0.03,0.63,0.01
"929","0753",179,6,9,109,4,"D",179,303,0.59,0.59,0.02,0.03,0.36,0.01
"930","0754",593,7,8,31,0,"D",593,639,0.93,0.93,0.01,0.01,0.05,0
"931","0755",1743,34,75,816,4,"D",1743,2668,0.65,0.65,0.01,0.03,0.31,0
"932","0756",656,9,18,294,0,"D",656,977,0.67,0.67,0.01,0.02,0.3,0
"933","0757",2025,24,34,334,5,"D",2025,2417,0.84,0.84,0.01,0.01,0.14,0
"934","0758",658,20,108,1840,25,"R",1840,2626,0.7,0.25,0.01,0.04,0.7,0.01
"935","0759",739,10,62,898,24,"R",898,1709,0.53,0.43,0.01,0.04,0.53,0.01
"936","0760B",322,5,62,1058,11,"R",1058,1447,0.73,0.22,0,0.04,0.73,0.01
"937","0761",423,6,51,742,10,"R",742,1222,0.61,0.35,0,0.04,0.61,0.01
"938","0762",609,9,29,463,6,"D",609,1110,0.55,0.55,0.01,0.03,0.42,0.01
"939","0763",418,8,17,173,1,"D",418,616,0.68,0.68,0.01,0.03,0.28,0
"940","0764A",496,14,40,692,13,"R",692,1242,0.56,0.4,0.01,0.03,0.56,0.01
"941","0764B",736,11,52,1029,10,"R",1029,1828,0.56,0.4,0.01,0.03,0.56,0.01
"942","0765",2124,30,37,694,11,"D",2124,2885,0.74,0.74,0.01,0.01,0.24,0
"943","0766",146,3,3,23,0,"D",146,175,0.83,0.83,0.02,0.02,0.13,0
"944","0767",26,0,2,17,0,"D",26,45,0.58,0.58,0,0.04,0.38,0
"945","0768",427,11,76,1318,10,"R",1318,1832,0.72,0.23,0.01,0.04,0.72,0.01
"946","0769",92,0,0,7,0,"D",92,99,0.93,0.93,0,0,0.07,0
"947","0770",94,1,4,43,0,"D",94,142,0.66,0.66,0.01,0.03,0.3,0
"948","0771",432,9,30,297,4,"D",432,768,0.56,0.56,0.01,0.04,0.39,0.01
"949","0772",956,13,133,2099,32,"R",2099,3201,0.66,0.3,0,0.04,0.66,0.01
"950","0773",1701,18,41,524,3,"D",1701,2284,0.74,0.74,0.01,0.02,0.23,0
"951","0774",164,1,3,50,0,"D",164,218,0.75,0.75,0,0.01,0.23,0
"952","0775",48,0,1,2,0,"D",48,51,0.94,0.94,0,0.02,0.04,0
"953","0776",798,18,65,1038,7,"R",1038,1919,0.54,0.42,0.01,0.03,0.54,0
"954","0777",224,0,6,71,0,"D",224,301,0.74,0.74,0,0.02,0.24,0
"955","0778",3,0,0,0,0,"D",3,3,1,1,0,0,0,0
"956","0779",300,6,11,90,2,"D",300,407,0.74,0.74,0.01,0.03,0.22,0
"957","0780",192,4,4,96,0,"D",192,296,0.65,0.65,0.01,0.01,0.32,0
"958","0781",1244,17,37,506,3,"D",1244,1804,0.69,0.69,0.01,0.02,0.28,0
"959","0782",562,11,55,748,23,"R",748,1376,0.54,0.41,0.01,0.04,0.54,0.02
"960","0783",257,1,4,17,1,"D",257,279,0.92,0.92,0,0.01,0.06,0
"961","0784",502,2,3,11,1,"D",502,518,0.97,0.97,0,0.01,0.02,0
"962","0785",742,11,81,727,12,"D",742,1561,0.48,0.48,0.01,0.05,0.47,0.01
"963","0786",372,10,11,167,0,"D",372,560,0.66,0.66,0.02,0.02,0.3,0
"964","0787",174,4,13,68,0,"D",174,259,0.67,0.67,0.02,0.05,0.26,0
"965","0788",0,0,0,2,0,"R",2,2,1,0,0,0,1,0
"966","0789",749,17,48,949,5,"R",949,1763,0.54,0.42,0.01,0.03,0.54,0
"967","0790",940,18,40,437,2,"D",940,1435,0.66,0.66,0.01,0.03,0.3,0
"968","0791",9,1,1,1,0,"D",9,12,0.75,0.75,0.08,0.08,0.08,0
"969","0792",780,9,16,235,3,"D",780,1040,0.75,0.75,0.01,0.02,0.23,0
"970","0793",665,10,35,663,2,"D",665,1373,0.48,0.48,0.01,0.03,0.48,0
"971","0794A",891,10,22,86,3,"D",891,1009,0.88,0.88,0.01,0.02,0.09,0
"972","0795",284,7,2,99,0,"D",284,392,0.72,0.72,0.02,0.01,0.25,0
"973","0796",1071,15,54,652,10,"D",1071,1792,0.6,0.6,0.01,0.03,0.36,0.01
"974","0798",221,8,5,119,1,"D",221,353,0.63,0.63,0.02,0.01,0.34,0
"975","0799",68,0,2,13,0,"D",68,83,0.82,0.82,0,0.02,0.16,0
"976","0800",997,27,99,1445,13,"R",1445,2568,0.56,0.39,0.01,0.04,0.56,0.01
"977","0801",88,0,2,40,0,"D",88,130,0.68,0.68,0,0.02,0.31,0
"978","0802",50,2,5,15,1,"D",50,72,0.69,0.69,0.03,0.07,0.21,0.01
"979","0803",1031,15,92,2007,22,"R",2007,3145,0.64,0.33,0,0.03,0.64,0.01
"980","0804",1590,27,105,1597,17,"R",1597,3319,0.48,0.48,0.01,0.03,0.48,0.01
"981","0805",462,11,81,1453,13,"R",1453,2007,0.72,0.23,0.01,0.04,0.72,0.01
"982","0806",469,14,58,714,9,"R",714,1255,0.57,0.37,0.01,0.05,0.57,0.01
"983","0807",914,17,25,164,4,"D",914,1120,0.82,0.82,0.02,0.02,0.15,0
"984","0808",125,2,21,45,6,"D",125,193,0.65,0.65,0.01,0.11,0.23,0.03
"985","0809",13,0,0,12,0,"D",13,25,0.52,0.52,0,0,0.48,0
"986","0810",64,0,3,11,0,"D",64,78,0.82,0.82,0,0.04,0.14,0
"987","0811",118,1,2,28,0,"D",118,149,0.79,0.79,0.01,0.01,0.19,0
"988","0813",1214,25,54,841,10,"D",1214,2134,0.57,0.57,0.01,0.03,0.39,0
"989","0814",2178,28,55,495,4,"D",2178,2756,0.79,0.79,0.01,0.02,0.18,0
"990","0816",28,0,1,3,0,"D",28,32,0.88,0.88,0,0.03,0.09,0
"991","0817",997,24,97,2161,28,"R",2161,3279,0.66,0.3,0.01,0.03,0.66,0.01
"992","0818",239,4,4,58,0,"D",239,305,0.78,0.78,0.01,0.01,0.19,0
"993","0819",82,0,3,55,0,"D",82,140,0.59,0.59,0,0.02,0.39,0
"994","0821",464,4,12,56,2,"D",464,536,0.87,0.87,0.01,0.02,0.1,0
"995","0822",698,6,6,27,1,"D",698,737,0.95,0.95,0.01,0.01,0.04,0
"996","0823",792,17,45,854,7,"R",854,1708,0.5,0.46,0.01,0.03,0.5,0
"997","0824",1112,20,31,281,3,"D",1112,1444,0.77,0.77,0.01,0.02,0.19,0
"998","0825",12,0,1,3,0,"D",12,16,0.75,0.75,0,0.06,0.19,0
"999","0826",131,2,9,99,1,"D",131,241,0.54,0.54,0.01,0.04,0.41,0
"1000","0827",290,7,13,131,0,"D",290,441,0.66,0.66,0.02,0.03,0.3,0
"1001","0828",351,5,46,996,14,"R",996,1398,0.71,0.25,0,0.03,0.71,0.01
"1002","0829",83,1,6,30,0,"D",83,120,0.69,0.69,0.01,0.05,0.25,0
"1003","0830",1,0,0,3,0,"R",3,4,0.75,0.25,0,0,0.75,0
"1004","0831",7,0,0,6,0,"D",7,13,0.54,0.54,0,0,0.46,0
"1005","0832",132,1,3,39,0,"D",132,175,0.75,0.75,0.01,0.02,0.22,0
"1006","0833",3,0,0,2,0,"D",3,5,0.6,0.6,0,0,0.4,0
"1007","0834",173,0,3,24,0,"D",173,200,0.86,0.86,0,0.02,0.12,0
"1008","0835",113,1,3,38,0,"D",113,155,0.73,0.73,0.01,0.02,0.25,0
"1009","0836",116,0,0,11,0,"D",116,127,0.91,0.91,0,0,0.09,0
"1010","0839",438,11,22,104,1,"D",438,575,0.76,0.76,0.02,0.04,0.18,0
"1011","0840",672,8,22,318,6,"D",672,1020,0.66,0.66,0.01,0.02,0.31,0.01
"1012","0841",1434,15,36,428,1,"D",1434,1913,0.75,0.75,0.01,0.02,0.22,0
"1013","0842",1083,30,56,653,3,"D",1083,1822,0.59,0.59,0.02,0.03,0.36,0
"1014","0843",701,13,12,146,0,"D",701,872,0.8,0.8,0.01,0.01,0.17,0
"1015","0844",4,0,0,0,0,"D",4,4,1,1,0,0,0,0
"1016","0845",59,1,6,98,0,"R",98,164,0.6,0.36,0.01,0.04,0.6,0
"1017","0846",77,0,1,2,0,"D",77,80,0.96,0.96,0,0.01,0.02,0
"1018","0847",951,14,26,299,4,"D",951,1290,0.74,0.74,0.01,0.02,0.23,0
"1019","0848",803,13,29,335,2,"D",803,1180,0.68,0.68,0.01,0.02,0.28,0
"1020","0849",829,16,32,281,1,"D",829,1158,0.72,0.72,0.01,0.03,0.24,0
"1021","0850",91,1,3,50,0,"D",91,145,0.63,0.63,0.01,0.02,0.34,0
"1022","0851",738,17,76,1433,19,"R",1433,2264,0.63,0.33,0.01,0.03,0.63,0.01
"1023","0853",565,14,75,1407,21,"R",1407,2061,0.68,0.27,0.01,0.04,0.68,0.01
"1024","0854",49,2,0,7,0,"D",49,58,0.84,0.84,0.03,0,0.12,0
"1025","0855",2,1,0,5,0,"R",5,8,0.62,0.25,0.12,0,0.62,0
"1026","0856",3,0,0,0,0,"D",3,3,1,1,0,0,0,0
"1027","0858",149,0,1,4,0,"D",149,154,0.97,0.97,0,0.01,0.03,0
"1028","0859",394,10,6,103,0,"D",394,513,0.77,0.77,0.02,0.01,0.2,0
"1029","0860",2,0,0,0,0,"D",2,2,1,1,0,0,0,0
"1030","0861",849,7,15,158,2,"D",849,1029,0.83,0.83,0.01,0.01,0.15,0
"1031","0862A",900,22,52,1152,17,"R",1152,2126,0.54,0.42,0.01,0.02,0.54,0.01
"1032","0862B",56,1,4,72,1,"R",72,133,0.54,0.42,0.01,0.03,0.54,0.01
"1033","0862C",78,2,5,100,2,"R",100,185,0.54,0.42,0.01,0.03,0.54,0.01
"1034","0863",238,0,2,12,0,"D",238,252,0.94,0.94,0,0.01,0.05,0
"1035","0864",964,10,23,237,1,"D",964,1234,0.78,0.78,0.01,0.02,0.19,0
"1036","0865",10,0,1,0,0,"D",10,11,0.91,0.91,0,0.09,0,0
"1037","0868",873,8,25,296,3,"D",873,1202,0.73,0.73,0.01,0.02,0.25,0
"1038","0869",187,1,3,25,3,"D",187,216,0.87,0.87,0,0.01,0.12,0.01
"1039","0870",1,0,0,1,0,"D",1,2,0.5,0.5,0,0,0.5,0
"1040","0871",2,0,1,0,0,"D",2,3,0.67,0.67,0,0.33,0,0
"1041","0872",10,0,0,12,0,"R",12,22,0.55,0.45,0,0,0.55,0
"1042","0873",305,6,4,86,1,"D",305,401,0.76,0.76,0.01,0.01,0.21,0
"1043","0874",662,9,82,1527,21,"R",1527,2280,0.67,0.29,0,0.04,0.67,0.01
"1044","0875",1289,19,73,1019,9,"D",1289,2400,0.54,0.54,0.01,0.03,0.42,0
"1045","0876",778,10,86,1588,17,"R",1588,2462,0.65,0.32,0,0.03,0.65,0.01
"1046","0877",1424,29,56,779,15,"D",1424,2288,0.62,0.62,0.01,0.02,0.34,0.01
"1047","0878",172,2,14,583,10,"R",583,771,0.76,0.22,0,0.02,0.76,0.01
"1048","0879",907,16,58,608,17,"D",907,1589,0.57,0.57,0.01,0.04,0.38,0.01
"1049","0880",479,7,65,1218,20,"R",1218,1769,0.69,0.27,0,0.04,0.69,0.01
"1050","0881",2417,28,96,792,14,"D",2417,3333,0.73,0.73,0.01,0.03,0.24,0
"1051","0882",1767,29,56,654,6,"D",1767,2506,0.71,0.71,0.01,0.02,0.26,0
"1052","0883",2549,35,50,482,4,"D",2549,3116,0.82,0.82,0.01,0.02,0.15,0
"1053","0884",165,3,2,27,0,"D",165,197,0.84,0.84,0.02,0.01,0.14,0
"1054","0885",821,9,48,987,2,"R",987,1865,0.53,0.44,0,0.03,0.53,0
"1055","0886",332,6,48,241,5,"D",332,627,0.53,0.53,0.01,0.08,0.38,0.01
"1056","0887",182,2,20,124,1,"D",182,328,0.55,0.55,0.01,0.06,0.38,0
"1057","0888",714,12,27,326,4,"D",714,1079,0.66,0.66,0.01,0.03,0.3,0
"1058","0889",97,1,9,31,1,"D",97,138,0.7,0.7,0.01,0.07,0.22,0.01
"1059","0890",320,6,22,181,2,"D",320,529,0.6,0.6,0.01,0.04,0.34,0
"1060","0891",613,10,15,288,3,"D",613,926,0.66,0.66,0.01,0.02,0.31,0
"1061","0892",351,9,40,141,3,"D",351,541,0.65,0.65,0.02,0.07,0.26,0.01
"1062","0893",3,0,0,2,0,"D",3,5,0.6,0.6,0,0,0.4,0
"1063","0894",913,10,23,144,2,"D",913,1090,0.84,0.84,0.01,0.02,0.13,0
"1064","0895",434,8,34,180,3,"D",434,656,0.66,0.66,0.01,0.05,0.27,0
"1065","0896",748,15,33,281,7,"D",748,1077,0.69,0.69,0.01,0.03,0.26,0.01
"1066","0897",536,14,36,573,1,"R",573,1159,0.49,0.46,0.01,0.03,0.49,0
"1067","0898",629,14,38,388,1,"D",629,1069,0.59,0.59,0.01,0.04,0.36,0
"1068","0899",366,6,41,481,4,"R",481,894,0.54,0.41,0.01,0.05,0.54,0
"1069","0900",6,0,0,1,0,"D",6,7,0.86,0.86,0,0,0.14,0
"1070","0902",835,24,103,662,20,"D",835,1624,0.51,0.51,0.01,0.06,0.41,0.01
"1071","0903",490,11,51,1268,17,"R",1268,1820,0.7,0.27,0.01,0.03,0.7,0.01
"1072","0904",1,0,0,1,0,"D",1,2,0.5,0.5,0,0,0.5,0
"1073","0905",323,3,16,172,0,"D",323,514,0.63,0.63,0.01,0.03,0.33,0
"1074","0906",12,0,1,9,0,"D",12,22,0.55,0.55,0,0.05,0.41,0
"1075","0907",79,2,1,7,0,"D",79,89,0.89,0.89,0.02,0.01,0.08,0
"1076","0909",7,0,0,1,0,"D",7,8,0.88,0.88,0,0,0.12,0
"1077","0910",75,0,5,33,0,"D",75,113,0.66,0.66,0,0.04,0.29,0
"1078","0911",106,2,7,179,1,"R",179,294,0.61,0.36,0.01,0.02,0.61,0
"1079","0912",348,9,24,481,4,"R",481,862,0.56,0.4,0.01,0.03,0.56,0
"1080","0913",94,0,0,17,0,"D",94,111,0.85,0.85,0,0,0.15,0
"1081","0914",32,0,0,7,0,"D",32,39,0.82,0.82,0,0,0.18,0
"1082","0916",418,9,64,1257,9,"R",1257,1748,0.72,0.24,0.01,0.04,0.72,0.01
"1083","0917",34,2,0,5,0,"D",34,41,0.83,0.83,0.05,0,0.12,0
"1084","0918",3,0,0,1,0,"D",3,4,0.75,0.75,0,0,0.25,0
"1085","0919",1,0,0,0,0,"D",1,1,1,1,0,0,0,0
"1086","0920",21,1,1,30,1,"R",30,53,0.57,0.4,0.02,0.02,0.57,0.02
"1087","0921",26,0,0,5,0,"D",26,31,0.84,0.84,0,0,0.16,0
"1088","0923",712,8,99,1782,27,"R",1782,2601,0.69,0.27,0,0.04,0.69,0.01
"1089","0926",210,1,25,443,1,"R",443,679,0.65,0.31,0,0.04,0.65,0
"1090","0927",594,11,58,457,9,"D",594,1120,0.53,0.53,0.01,0.05,0.41,0.01
"1091","0928",5,0,0,0,0,"D",5,5,1,1,0,0,0,0
"1092","0930",277,0,2,17,0,"D",277,296,0.94,0.94,0,0.01,0.06,0
"1093","0931",71,0,8,31,4,"D",71,110,0.65,0.65,0,0.07,0.28,0.04
"1094","0932",1,0,0,0,0,"D",1,1,1,1,0,0,0,0
"1095","0933",271,4,10,92,3,"D",271,377,0.72,0.72,0.01,0.03,0.24,0.01
"1096","0934",6,0,0,7,0,"R",7,13,0.54,0.46,0,0,0.54,0
"1097","0935",13,0,0,7,1,"D",13,20,0.65,0.65,0,0,0.35,0.05
"1098","0936",20,0,0,11,0,"D",20,31,0.65,0.65,0,0,0.35,0
"1099","0938",63,1,3,23,0,"D",63,90,0.7,0.7,0.01,0.03,0.26,0
"1100","0939",1,0,0,1,0,"D",1,2,0.5,0.5,0,0,0.5,0
"1101","0940",11,0,0,1,0,"D",11,12,0.92,0.92,0,0,0.08,0
"1102","0941",222,6,18,180,2,"D",222,426,0.52,0.52,0.01,0.04,0.42,0
"1103","0942",40,0,7,69,0,"R",69,116,0.59,0.34,0,0.06,0.59,0
"1104","0943",166,3,1,49,0,"D",166,219,0.76,0.76,0.01,0,0.22,0
"1105","0944",1,0,0,0,0,"D",1,1,1,1,0,0,0,0
"1106","0945",9,1,1,2,0,"D",9,13,0.69,0.69,0.08,0.08,0.15,0
"1107","0946",5,0,0,1,0,"D",5,6,0.83,0.83,0,0,0.17,0
"1108","0947",315,4,36,254,6,"D",315,609,0.52,0.52,0.01,0.06,0.42,0.01
"1109","0949",74,3,7,57,0,"D",74,141,0.52,0.52,0.02,0.05,0.4,0
"1110","0951",126,3,3,40,1,"D",126,172,0.73,0.73,0.02,0.02,0.23,0.01
"1111","0952",23,0,1,19,2,"D",23,43,0.53,0.53,0,0.02,0.44,0.05
"1112","0953",3,0,0,0,0,"D",3,3,1,1,0,0,0,0
"1113","0955",1387,16,156,2414,49,"R",2414,3973,0.61,0.35,0,0.04,0.61,0.01
"1114","0957",280,2,3,33,0,"D",280,318,0.88,0.88,0.01,0.01,0.1,0
"1115","0958",517,11,12,108,0,"D",517,648,0.8,0.8,0.02,0.02,0.17,0
"1116","0960",818,7,19,200,6,"D",818,1044,0.78,0.78,0.01,0.02,0.19,0.01
"1117","0961",929,20,19,148,1,"D",929,1116,0.83,0.83,0.02,0.02,0.13,0
"1118","0962",34,1,2,7,0,"D",34,44,0.77,0.77,0.02,0.05,0.16,0
"1119","0963",163,5,15,125,2,"D",163,308,0.53,0.53,0.02,0.05,0.41,0.01
"1120","0964",1051,18,66,1275,23,"R",1275,2410,0.53,0.44,0.01,0.03,0.53,0.01
"1121","0965",38,2,0,94,0,"R",94,134,0.7,0.28,0.01,0,0.7,0
"1122","0966",401,6,10,129,1,"D",401,546,0.73,0.73,0.01,0.02,0.24,0
"1123","0967",65,2,6,29,2,"D",65,102,0.64,0.64,0.02,0.06,0.28,0.02
"1124","0968",450,2,14,106,1,"D",450,572,0.79,0.79,0,0.02,0.19,0
"1125","0969",357,3,1,6,0,"D",357,367,0.97,0.97,0.01,0,0.02,0
"1126","0970",269,5,7,31,0,"D",269,312,0.86,0.86,0.02,0.02,0.1,0
"1127","0973",243,6,28,349,4,"R",349,626,0.56,0.39,0.01,0.04,0.56,0.01
"1128","0974",0,0,0,1,0,"R",1,1,1,0,0,0,1,0
"1129","0975",64,2,9,49,0,"D",64,124,0.52,0.52,0.02,0.07,0.4,0
"1130","0976",158,2,4,166,0,"R",166,330,0.5,0.48,0.01,0.01,0.5,0
"1131","0977",165,5,4,88,0,"D",165,262,0.63,0.63,0.02,0.02,0.34,0
"1132","0980",308,8,39,648,3,"R",648,1003,0.65,0.31,0.01,0.04,0.65,0
"1133","0981",11,0,0,1,0,"D",11,12,0.92,0.92,0,0,0.08,0
"1134","0982",582,12,99,1662,18,"R",1662,2355,0.71,0.25,0.01,0.04,0.71,0.01
"1135","0983",37,0,3,40,0,"R",40,80,0.5,0.46,0,0.04,0.5,0
"1136","0984",118,2,1,9,0,"D",118,130,0.91,0.91,0.02,0.01,0.07,0
"1137","0985",152,5,7,102,2,"D",152,266,0.57,0.57,0.02,0.03,0.38,0.01
"1138","0986",200,5,3,21,1,"D",200,229,0.87,0.87,0.02,0.01,0.09,0
"1139","0987",542,9,8,37,0,"D",542,596,0.91,0.91,0.02,0.01,0.06,0
"1140","0988",7,0,3,67,0,"R",67,77,0.87,0.09,0,0.04,0.87,0
"1141","0990",6,0,1,4,0,"D",6,11,0.55,0.55,0,0.09,0.36,0
"1142","0991",1,0,0,0,0,"D",1,1,1,1,0,0,0,0
"1143","0992",284,5,24,237,2,"D",284,550,0.52,0.52,0.01,0.04,0.43,0
"1144","0994",47,0,4,15,0,"D",47,66,0.71,0.71,0,0.06,0.23,0
"1145","0995",839,11,11,66,1,"D",839,927,0.91,0.91,0.01,0.01,0.07,0
"1146","0996",207,5,10,245,1,"R",245,467,0.52,0.44,0.01,0.02,0.52,0
"1147","0997",639,8,13,125,2,"D",639,785,0.81,0.81,0.01,0.02,0.16,0
"1148","0998",14,0,3,19,0,"R",19,36,0.53,0.39,0,0.08,0.53,0
"1149","1-11",78,1,11,568,0,"R",568,658,0.86,0.12,0,0.02,0.86,0
"1150","1000",687,15,54,1599,15,"R",1599,2355,0.68,0.29,0.01,0.02,0.68,0.01
"1151","1001",3282,71,284,4419,66,"R",4419,8056,0.55,0.41,0.01,0.04,0.55,0.01
"1152","1002",2838,79,180,3048,38,"R",3048,6145,0.5,0.46,0.01,0.03,0.5,0.01
"1153","1003",5066,87,296,4335,67,"D",5066,9784,0.52,0.52,0.01,0.03,0.44,0.01
"1154","1004",3997,71,349,4938,85,"R",4938,9355,0.53,0.43,0.01,0.04,0.53,0.01
"1155","1005",1864,20,102,1793,7,"D",1864,3779,0.49,0.49,0.01,0.03,0.47,0
"1156","1006",2243,33,179,2497,32,"R",2497,4952,0.5,0.45,0.01,0.04,0.5,0.01
"1157","1007",4463,67,301,5033,45,"R",5033,9864,0.51,0.45,0.01,0.03,0.51,0
"1158","1008",1737,29,119,1978,24,"R",1978,3863,0.51,0.45,0.01,0.03,0.51,0.01
"1159","1009",1881,44,162,1680,35,"D",1881,3767,0.5,0.5,0.01,0.04,0.45,0.01
"1160","1010",2858,66,269,4560,64,"R",4560,7753,0.59,0.37,0.01,0.03,0.59,0.01
"1161","1011",1666,38,96,925,21,"D",1666,2725,0.61,0.61,0.01,0.04,0.34,0.01
"1162","1012",3744,56,188,2643,49,"D",3744,6631,0.56,0.56,0.01,0.03,0.4,0.01
"1163","1013",4852,72,308,3072,34,"D",4852,8304,0.58,0.58,0.01,0.04,0.37,0
"1164","1014",1573,33,104,595,7,"D",1573,2305,0.68,0.68,0.01,0.05,0.26,0
"1165","1015",2531,33,206,2301,24,"D",2531,5071,0.5,0.5,0.01,0.04,0.45,0
"1166","1016",1215,24,84,1313,16,"R",1313,2636,0.5,0.46,0.01,0.03,0.5,0.01
"1167","1017",1632,32,177,2039,52,"R",2039,3880,0.53,0.42,0.01,0.05,0.53,0.01
"1168","1018",2209,57,181,2925,57,"R",2925,5372,0.54,0.41,0.01,0.03,0.54,0.01
"1169","1019",2363,45,193,1433,25,"D",2363,4034,0.59,0.59,0.01,0.05,0.36,0.01
"1170","1020",2117,29,166,2592,37,"R",2592,4904,0.53,0.43,0.01,0.03,0.53,0.01
"1171","1021",2560,37,221,3696,48,"R",3696,6514,0.57,0.39,0.01,0.03,0.57,0.01
"1172","1022",3066,41,225,2388,39,"D",3066,5720,0.54,0.54,0.01,0.04,0.42,0.01
"1173","1023",3507,58,293,3813,49,"R",3813,7671,0.5,0.46,0.01,0.04,0.5,0.01
"1174","1024",2051,39,163,3161,45,"R",3161,5414,0.58,0.38,0.01,0.03,0.58,0.01
"1175","1025",2937,49,244,3924,38,"R",3924,7154,0.55,0.41,0.01,0.03,0.55,0.01
"1176","1026",2114,34,124,1482,25,"D",2114,3754,0.56,0.56,0.01,0.03,0.39,0.01
"1177","1027",1475,23,71,587,2,"D",1475,2156,0.68,0.68,0.01,0.03,0.27,0
"1178","1028",1510,25,97,970,15,"D",1510,2602,0.58,0.58,0.01,0.04,0.37,0.01
"1179","1029",3103,49,188,2696,37,"D",3103,6036,0.51,0.51,0.01,0.03,0.45,0.01
"1180","1030",1818,25,164,2203,34,"R",2203,4210,0.52,0.43,0.01,0.04,0.52,0.01
"1181","1031",1533,16,137,2004,30,"R",2004,3690,0.54,0.42,0,0.04,0.54,0.01
"1182","1032",2527,26,168,2613,32,"R",2613,5334,0.49,0.47,0,0.03,0.49,0.01
"1183","1033",1861,28,128,1683,15,"D",1861,3700,0.5,0.5,0.01,0.03,0.45,0
"1184","1034",2863,64,252,4533,84,"R",4533,7712,0.59,0.37,0.01,0.03,0.59,0.01
"1185","1035",1085,13,111,2039,46,"R",2039,3248,0.63,0.33,0,0.03,0.63,0.01
"1186","1036",2623,35,180,3448,32,"R",3448,6286,0.55,0.42,0.01,0.03,0.55,0.01
"1187","1037",2071,37,117,1591,21,"D",2071,3816,0.54,0.54,0.01,0.03,0.42,0.01
"1188","1038",1884,42,84,713,9,"D",1884,2723,0.69,0.69,0.02,0.03,0.26,0
"1189","1039",934,8,23,217,10,"D",934,1182,0.79,0.79,0.01,0.02,0.18,0.01
"1190","1040",3274,48,141,1923,30,"D",3274,5386,0.61,0.61,0.01,0.03,0.36,0.01
"1191","1041",1054,14,19,191,9,"D",1054,1278,0.82,0.82,0.01,0.01,0.15,0.01
"1192","1042",967,12,24,179,0,"D",967,1182,0.82,0.82,0.01,0.02,0.15,0
"1193","1043",1206,13,74,979,5,"D",1206,2272,0.53,0.53,0.01,0.03,0.43,0
"1194","1044",1566,19,79,1016,4,"D",1566,2680,0.58,0.58,0.01,0.03,0.38,0
"1195","1045",1799,33,65,475,11,"D",1799,2372,0.76,0.76,0.01,0.03,0.2,0
"1196","1046",873,7,34,231,4,"D",873,1145,0.76,0.76,0.01,0.03,0.2,0
"1197","1047",1084,16,41,434,4,"D",1084,1575,0.69,0.69,0.01,0.03,0.28,0
"1198","1048",2325,36,133,1345,9,"D",2325,3839,0.61,0.61,0.01,0.03,0.35,0
"1199","1049",1617,22,97,881,7,"D",1617,2617,0.62,0.62,0.01,0.04,0.34,0
"1200","1050",506,4,17,237,3,"D",506,764,0.66,0.66,0.01,0.02,0.31,0
"1201","1051",904,18,46,513,7,"D",904,1481,0.61,0.61,0.01,0.03,0.35,0
"1202","1052",2036,43,126,1076,6,"D",2036,3281,0.62,0.62,0.01,0.04,0.33,0
